url,title,segment,target
http://www.newshs.com/html/201003/20/20100320085325.htm,畅谈新思路 弘扬徽文化,"畅谈 新 思路 弘扬 徽 文化
",1
http://www.xinhuanet.com/chinanews/2009-10/06/content_17878249.htm,黄山系列文化主题成亮点 中外游客领略徽文化,"黄山 系列 文化 主题 成 亮点 中外 游客 领略 徽 文化
",1
http://ah.anhuinews.com/system/2010/02/22/002665059.shtml,徽文化里商机多,"徽 文化 里 商机 多
",1
http://www.ah.xinhuanet.com/hwh/2010-01/21/content_18827225.htm,世博会:粉墙黛瓦绽放现代徽文化,"世博会 : 粉墙 黛瓦 绽放 现代 徽 文化
",1
http://www.anhuinews.com/zhuyeguanli/system/2010/01/19/002593650.shtml,...强省建设系列报道之七:黄山学院彰显地域优势 倾力为徽州文化...,"... 强 省 建设 系列 报道 之 七 : 黄山 学院 彰显 地域 优势 倾力 为 徽州 文化 ...
",1
http://www.ah.xinhuanet.com/2015-02/19/c_1114406219.htm,[活动]中国徽州文化博物馆推出年节主题楹联展,"[ 活动 ] 中国 徽州 文化 博物馆 推出 年节 主题 楹 联展
",1
http://www.ah.xinhuanet.com/hwh/2010-01/15/content_18774178.htm,十家单位成为“徽文化”传习基地,"十 家 单位 成为 “ 徽 文化 ” 传习 基地
",1
http://www.newshs.com/html/201001/26/20100126155706.htm,歙县创新人才工作机制 服务徽文化特色人才,"歙县 创新 人才 工作 机制 服务 徽 文化 特色 人才
",1
http://news.163.com/09/0904/11/5IC6N3A3000120GR.html,定位“徽文化” 安徽馆11月动工,"定位 “ 徽 文化 ” 安徽 馆 11月 动工
",1
http://ah.anhuinews.com/system/2010/01/25/002609149.shtml,了解徽文化 关注世博会(组图),"了解 徽 文化 关注 世博会 ( 组图 )
",1
http://www.gmw.cn/01gmrb/2009-08/24/content_968684.htm,安徽大学讲习“徽文化”,"安徽大学 讲习 “ 徽 文化 ”
",1
http://news.xinhuanet.com/photo/2009-08/22/content_11927358.htm,海峡两岸大学生“徽文化研习营”开营(1),"海峡 两岸 大学生 “ 徽 文化 研习 营 ” 开 营 ( 1 )
",1
http://sh.eastday.com/qtmt/20091126/u1a661321.html,"世博论坛走进安徽 聚焦""徽文化""融入世博会","世博 论坛 走 进 安徽 聚焦 ""徽 文化 "" 融入 世博会
",1
http://news.qq.com/a/20090815/000715.htm,·黄山宣城婺源共享徽文化,"· 黄山 宣城 婺源 共享 徽 文化
",1
http://www.ce.cn/culture/today/200912/10/t20091210_20590052.shtml,"外联加内扶 ""徽文化""在婺源焕发出新活力(组图)","外联 加 内扶""徽 文化 ""在 婺源 焕发 出 新 活力 ( 组图 )
",1
http://www.ah.xinhuanet.com/hwh/2009-12/04/content_18414139.htm,徽州文化生态保护获奖,"徽州 文化 生态 保护 获奖
",1
http://www.ah.xinhuanet.com/hwh/2009-12/03/content_18397805.htm,徽文化与城市发展:无徽不成镇,"徽 文化 与 城市 发展 : 无 徽 不 成镇
",1
http://news.xinhuanet.com/politics/2012-02/02/c_122646418.htm?anchor=1,安徽省委副书记、代省长李斌视察中国徽州文化博物馆,"安徽 省委 副 书记 、 代省长 李 斌 视察 中国 徽州 文化 博物馆
",1
http://news.qq.com/a/20090721/000860.htm,·让黄山与徽文化相得益彰,"· 让 黄山 与 徽 文化 相得益彰
",1
http://www.ah.xinhuanet.com/news/2009-11/02/content_18117874.htm,"专家学者聚江城共话""徽文化""","专家 学者 聚 江城 共 话 "" 徽 文化 ""
",1
http://www.newshs.com/html/200911/8/20091108111921.htm,第三届文化部创新奖揭晓 徽州文化生态保护项目夺魁,"第三 届 文化部 创新奖 揭晓 徽州 文化 生态 保护 项目 夺魁
",1
http://www.newshs.com/html/200910/22/20091022093236.htm,让徽文化成为和谐中国的靓丽风景,"让 徽 文化 成为 和谐 中国 的 靓丽 风景
",1
http://news.sina.com.cn/o/2009-06-12/095815778527s.shtml,感受徽文化,"感受 徽 文化
",1
http://news.southcn.com/h/2009-08/24/content_5621569.htm,27位台湾师生赴皖参加夏令营领略徽文化,"27 位 台湾 师生 赴皖 参加 夏令营 领略 徽 文化
",1
http://www.ah.xinhuanet.com/ahzw2006/2009-08/24/content_17486386.htm,36位台湾大学生来肥参加2009“徽文化夏令营”,"36 位 台湾 大学 生来 肥 参加 2009 “ 徽 文化 夏令营 ”
",1
http://news.163.com/09/0410/06/56H3FHFA000120GR.html,香港:看徽文化展览,"香港 : 看 徽 文化 展览
",1
http://www.ah.xinhuanet.com/hwh/2009-07/20/content_17143544.htm,徽文化“对接”世博会,"徽 文化 “ 对接 ” 世博会
",1
http://www.ah.xinhuanet.com/20131223/2973907_c.html,歙县渔梁实现徽文化旅游街区大提升(1222),"歙县 渔 梁 实现 徽 文化 旅游 街区 大 提升 ( 1222 )
",1
http://news.house365.com/gbk/hfestate/system/2009/07/24/001330278.shtml,徽文化 ———安徽地产“王牌”力量,"徽 文化 ——— 安徽 地产 “ 王牌 ” 力量
",1
http://ah.anhuinews.com/qmt/system/2012/02/18/004776112.shtml,源泉徽文化民俗博物馆将入合肥一日游景点,"源泉 徽 文化 民俗 博物馆 将 入 合肥 一日游 景点
",1
http://news.sohu.com/20090318/n262870796.shtml,图:“中国徽文化香港展”上的茶道文化表演,"图 : “ 中国 徽 文化 香港 展 ” 上 的 茶道 文化 表演
",1
http://www.ah.xinhuanet.com/hwh/2009-06/24/content_16901174.htm,歙县:5年总投资超10亿“复活”徽文化,"歙县 : 5 年 总 投资 超 10亿 “ 复活 ” 徽 文化
",1
http://ah.anhuinews.com/system/2009/07/10/002292271.shtml,奥运火炬绩溪传递 “祥云”照耀徽文化之源,"奥运 火炬 绩溪 传递 “ 祥云 ” 照耀 徽 文化 之 源
",1
http://edu.qq.com/a/20090311/000040.htm,考生需关注“徽文化”气息 独立命题有秘笈,"考生 需 关注 “ 徽 文化 ” 气息 独立 命题 有 秘笈
",1
http://ah.anhuinews.com/system/2009/06/25/002281678.shtml,徽文化的平民色彩,"徽 文化 的 平民 色彩
",1
http://www.newshs.com/html/200906/22/20090622095129.htm,陈强会见徽文化项目投资商时强调,"陈强 会见 徽 文化 项目 投资商 时 强调
",1
http://www.ah.xinhuanet.com/yishu2005/2009-06/03/content_16702000.htm,郑寒:刀尖舞动徽文化,"郑 寒 : 刀尖 舞动 徽 文化
",1
http://ah.anhuinews.com/system/2009/06/16/002275236.shtml,绩溪筹建徽文化博物馆,"绩溪 筹建 徽 文化 博物馆
",1
http://www.ah.xinhuanet.com/news/2009-05/21/content_16588816.htm,安徽将建徽文化传习基地,"安徽 将 建 徽 文化 传习 基地
",1
http://news.sina.com.cn/o/2009-02-02/105815099946s.shtml,徽文化成揽客“金招牌”,"徽 文化 成 揽客 “ 金 招牌 ”
",1
http://news.hfhouse.com/html/171369.html,【紫金山庄】源于徽文化的高尚生活部落,"【 紫金 山庄 】 源于 徽 文化 的 高尚 生活 部落
",1
http://www.ah.xinhuanet.com/hfnews/2009-04/25/content_16353128.htm,[江淮晨报]徽文化让城市更多彩,"[ 江淮 晨报 ] 徽 文化 让 城市 更 多彩
",1
http://www.caigou2003.com/zhengcaizixun/zhengcaiyaowen/768567.html,徽州文化项目首次纳入政府采购 任务书没列预算,"徽州 文化 项目 首 次 纳入 政府 采购 任务书 没 列 预算
",1
http://news.qq.com/a/20090117/000259.htm,·设专项基金保护徽文化,"· 设 专项 基金 保护 徽 文化
",1
http://www.ah.xinhuanet.com/hwh/2009-03/19/content_15997814.htm,徽文化展首次亮相香江,"徽 文化展 首 次 亮相 香江
",1
http://news.xinhuanet.com/travel/2008-12/18/content_10521604.htm,京福高铁将成徽文化“旅游新干线”,"京福 高铁 将 成 徽 文化 “ 旅游 新干线 ”
",1
http://ah.anhuinews.com/system/2009/03/19/002229310.shtml,徽文化首次亮香江,"徽 文化 首 次 亮 香江
",1
http://www.newshs.com/a/20121130/00114.htm,国家文物局副局长宋新潮一行 视察中国徽州文化博物馆,"国家 文物局 副 局长 宋 新潮 一 行 视察 中国 徽州 文化 博物馆
",1
http://travel.sina.com.cn/china/2009-02-11/152561053.shtml,游徽州 品徽菜 寻觅徽文化,"游 徽州 品 徽菜 寻觅 徽 文化
",1
http://www.newshs.com/a/20121027/00121.htm,湖边古村落将成为徽文化旅游新的“增长极”,"湖边 古 村落 将 成为 徽 文化 旅游 新 的 “ 增长极 ”
",1
http://www.huaxia.com/ah-tw/ahyw/2008/11/1237349.html,北京安徽会馆绝处逢生 被定位徽州文化创意馆,"北京 安徽 会馆 绝处逢生 被 定位 徽州 文化 创意 馆
",1
http://ah.anhuinews.com/system/2009/01/17/002193689.shtml,代表呼吁为徽文化保护立法,"代表 呼吁 为 徽 文化 保护 立法
",1
http://www.newshs.com/html/200901/13/20090113171806.htm,婺源黄山联手打造“徽文化”旅游,"婺源 黄山 联手 打造 “ 徽 文化 ” 旅游
",1
http://www.newshs.com/html/200812/13/20081213083943.htm,承传与创新:专家研讨徽文化的当代发展,"承传 与 创新 : 专家 研讨 徽 文化 的 当代 发展
",1
http://www.ah.xinhuanet.com/hwh/2008-11/11/content_14882263.htm,省徽学会研讨徽州文化生态保护,"省 徽 学会 研讨 徽州 文化 生态 保护
",1
http://news.sohu.com/20080828/n259255893.shtml,徽学徽商徽文化与安徽文化建设论坛今落幕,"徽学 徽商 徽 文化 与 安徽 文化 建设 论坛 今 落幕
",1
http://news.qq.com/a/20080718/001285.htm,徽文化精品出版展销月活动在深圳启动,"徽 文化 精品 出版 展销 月 活动 在 深圳 启动
",1
http://www.xinhuanet.com/chinanews/2008-07/16/content_13825959.htm,"""徽风皖韵""徽文化精品出版展销月活动在深圳启动",""" 徽 风 皖韵""徽 文化 精品 出版 展销 月 活动 在 深圳 启动
",1
http://www.ah.xinhuanet.com/news/2008-08/30/content_14263685.htm,"""徽学徽商徽文化与安徽文化建设""论坛在合肥举行",""" 徽学 徽商 徽 文化 与 安徽 文化 建设 "" 论坛 在 合肥 举行
",1
http://ent.163.com/08/0618/09/4EN9IUUV00032DGD.html,"弘扬徽文化,安徽又亮“重牌”","弘扬 徽 文化 , 安徽 又 亮 “ 重 牌 ”
",1
http://www.ah.xinhuanet.com/news/2008-08/15/content_14134666.htm,[安徽日报]徽文化上海书展受青睐,"[ 安徽 日报 ] 徽 文化 上海 书展 受 青睐
",1
http://ah.anhuinews.com/system/2008/07/24/002072721.shtml,“徽州文化特区”尚无当家人,"“ 徽州 文化 特区 ” 尚 无 当家人
",1
http://szsb.sznews.com/html/2008-07/17/content_261224.htm,“徽文化”书展来的正是时候 - ---深圳商报多媒体数字报刊平台,"“ 徽 文化 ” 书展 来 的 正是 时候 ---- 深圳 商报 多媒体 数字 报刊 平台
",1
http://news.sina.com.cn/o/2008-04-27/175613801235s.shtml,徽文化深厚底蕴让网络精英叫绝,"徽 文化 深厚 底蕴 让 网络 精英 叫绝
",1
http://news.163.com/08/0427/11/4AHKG0VQ0001124J.html,网媒精英:要将徽文化通过网络传播得更远,"网媒 精英 : 要 将 徽 文化 通过 网络 传播 得 更 远
",1
http://culture.people.com.cn/GB/87423/10482073.html,婺源徽文化 “活态传承”传下些什么?,"婺源 徽 文化 “ 活 态 传承 ” 传下 些 什么 ?
",1
http://www.china.com.cn/travel/txt/2009-07/08/content_18094977.htm,黄山:观古宅赏绝艺 徽文化旅游成“金字招牌”,"黄山 : 观 古 宅 赏 绝艺 徽 文化 旅游 成 “ 金字招牌 ”
",1
http://www.china.com.cn/travel/txt/2009-07/06/content_18073143.htm,邓小平“黄山谈话”30周年:徽文化旅游大放异彩,"邓 小平 “ 黄山 谈话 ” 30 周年 : 徽 文化 旅游 大放异彩
",1
http://www.jiaodong.net/sports/system/2008/05/30/010260560.shtml,徽文化火红世界 火炬传递丁俊晖首棒,"徽 文化 火红 世界 火炬 传递 丁俊晖 首 棒
",1
http://www.newshs.com/html/200806/3/20080603082232.htm,安徽旅游要做大做强离不开徽文化(中安在线),"安徽 旅游 要 做 大做强 离 不 开 徽 文化 ( 中 安在线 )
",1
http://www.ah.xinhuanet.com/hwh/2008-05/11/content_13221888.htm,徽州文化系列谈——徽州古戏台,"徽州 文化 系列谈 —— 徽州 古 戏台
",1
http://www.npc.gov.cn/npc/xinwen/syxw/2008-05/09/content_1427456.htm,周铁农:加强徽文化保护开发利用 促进文化大发展大繁荣,"周 铁农 : 加强 徽 文化 保护 开发 利用 促进 文化 大 发展 大 繁荣
",1
http://www.ah.xinhuanet.com/news/2008-04/15/content_12976477.htm,黄山市徽文化主题园馆竞相亮相,"黄山市 徽 文化 主题 园 馆 竞相 亮相
",1
http://www.ah.xinhuanet.com/news/2008-03/13/content_12685596.htm,人大代表程迎峰:让徽文化大放光彩,"人大代表 程 迎峰 : 让 徽 文化 大 放 光彩
",1
http://www.npc.gov.cn/huiyi/dbdh/11/2008-03/13/content_1415854.htm,让徽文化大放光彩,"让 徽 文化 大 放 光彩
",1
http://nc.mofcom.gov.cn/news/4076944.html,让徽州文化变金山银水,"让 徽州 文化 变 金山银水
",1
http://www.ah.xinhuanet.com/news/2008-02/27/content_12559005.htm,[江淮晨报]在婺源感受徽文化,"[ 江淮 晨报 ] 在 婺源 感受 徽 文化
",1
http://ah.anhuinews.com/system/2008/03/05/001962912.shtml,罗豪才:徽文化精髓与和谐精神一脉相承,"罗 豪才 : 徽 文化 精髓 与 和谐 精神 一脉相承
",1
http://news.sohu.com/20071226/n254302426.shtml,安徽黄山传承徽州文化精髓 百亿提升城市软实力,"安徽 黄山 传承 徽州 文化 精髓 百亿 提升 城市 软实力
",1
http://www.ah.xinhuanet.com/hwh/2008-01/16/content_12234535.htm,全球小姐感受徽文化,"全球 小姐 感受 徽 文化
",1
http://www.ah.xinhuanet.com/news/2008-01/09/content_12166099.htm,[合肥在线]徽文化博物馆昨日迎客,"[ 合肥 在线 ] 徽 文化 博物馆 昨日 迎 客
",1
http://www.ah.xinhuanet.com/hwh/2008-01/07/content_12142508.htm,徽文化新添展示馆,"徽 文化 新 添 展示 馆
",1
http://news.hf365.com/system/2008/01/09/000090204.shtml,黄山保护徽州文化生态,"黄山 保护 徽州 文化 生态
",1
http://ah.anhuinews.com/system/2008/01/08/001927704.shtml,安徽省徽州文化博物馆在黄山市隆重开馆,"安徽省 徽州 文化 博物馆 在 黄山市 隆重 开馆
",1
http://www.ah.xinhuanet.com/zhuanti/2007-12/13/content_13283682.htm,黄山市兴起企业徽文化热,"黄山市 兴起 企业 徽 文化 热
",1
http://news.sina.com.cn/o/2007-10-29/075112804520s.shtml,植根徽文化沃壤凝练新时代精神,"植根 徽 文化 沃壤 凝练 新 时代 精神
",1
http://www.xinhuanet.com/chinanews/2007-10/19/content_11448908.htm,徽州文化特区呼之欲出 温家宝、王金山作批示,"徽州 文化 特区 呼之欲出 温 家宝 、 王 金山 作 批示
",1
http://ah.anhuinews.com/system/2007/11/20/001894074.shtml,新时期徽州文化新希望,"新 时期 徽州 文化 新 希望
",1
http://www.ah.xinhuanet.com/hwh/2007-11/12/content_11643526.htm,徽文化精彩亮相“文博会”,"徽 文化 精彩 亮相 “ 文博会 ”
",1
http://www.ah.xinhuanet.com/news/2007-11/09/content_11624970.htm,文博会:徽文化精彩亮相,"文博 会 : 徽 文化 精彩 亮相
",1
http://www.newshs.com/html/200904/2/20090402152933.htm,今年我市将做促徽文化旅游,"今年 我市 将 做 促 徽 文化 旅游
",1
http://www.ah.xinhuanet.com/misc/2007-11/08/content_11612621.htm,宣繁秋:情迷徽文化,"宣 繁 秋 : 情迷 徽 文化
",1
http://ah.anhuinews.com/system/2007/11/08/001886947.shtml,北京文博会在国展中心开展 徽文化精彩亮相,"北京 文博 会 在 国展 中心 开展 徽 文化 精彩 亮相
",1
http://www.ah.xinhuanet.com/hwh/2007-10/23/content_11477620.htm,专家学者纵论“徽商 徽班 徽文化”,"专家 学者 纵论 “ 徽商 徽班 徽 文化 ”
",1
http://www.ah.xinhuanet.com/news/2007-10/22/content_11456912.htm,徽文化博物馆在合肥修建,"徽 文化 博物馆 在 合肥 修建
",1
http://www.newshs.com/html/200710/18/20071018103110.htm,安徽省徽州文化博物馆建筑工程简介,"安徽省 徽州 文化 博物馆 建筑 工程 简介
",1
http://www.ah.xinhuanet.com/hwh/2007-09/22/content_11226559.htm,徽文化之“新安医学”篇,"徽 文化 之 “ 新安 医学 ” 篇
",1
http://www.huaxia.com/zhwh/whxx/2007/08/89951.html,徽文化成为享誉海内外“金字招牌”,"徽 文化 成为 享誉 海内外 “ 金字招牌 ”
",1
http://www.landscape.cn/works/jszp/2007/0903/89069.html,源泉徽文化博物馆景观设计,"源泉 徽 文化 博物馆 景观 设计
",1
http://news.163.com/08/0108/10/41M8KHJ5000120GU.html,黄山建成徽州文化博物馆,"黄山 建成 徽州 文化 博物馆
",1
http://www.ah.xinhuanet.com/hwh/2008-05/23/content_13346028.htm,芜湖铁画入选徽州文化博物馆,"芜湖 铁画 入选 徽州 文化 博物馆
",1
http://orig.cssn.cn/st/st_wybht/201505/t20150525_2008534.shtml,专家:徽文化为影视创作提供背景、素材与灵感,"专家 : 徽 文化 为 影视 创作 提供 背景 、 素材 与 灵感
",1
http://www.newshs.com/html/200801/10/20080110164620.htm,黄山建成徽州文化博物馆(安徽商报),"黄山 建成 徽州 文化 博物馆 ( 安徽 商报 )
",1
http://cpc.people.com.cn/GB/64093/64387/5877978.html,徽文化的“力”学命题,"徽 文化 的 “ 力 ” 学 命题
",1
http://news.58che.com/news/799359.html,魅力江淮 皖美体验 “徽文化”体验之旅,"魅力 江淮 皖美 体验 “ 徽 文化 ” 体验 之 旅
",1
http://news.xinhuanet.com/newscenter/2008-01/09/content_7388722.htm,安徽:徽州文化博物馆落成开馆,"安徽 : 徽州 文化 博物馆 落成 开馆
",1
http://news.sina.com.cn/c/2007-05-23/092411876506s.shtml,美国女孩说服议会关注徽文化,"美国 女孩 说服 议会 关注 徽 文化
",1
http://www.newshs.com/html/200706/8/20070608022310.htm,徽文化百题知识竞赛活动启动,"徽 文化 百 题 知识 竞赛 活动 启动
",1
http://www.ah.xinhuanet.com/hwh/2007-09/29/content_11296325.htm,徽州文化博物馆年底迎客,"徽州 文化 博物馆 年底 迎 客
",1
http://news.qq.com/a/20070402/000107.htm,百年“汪一挑”“挑”起徽文化,"百年 “ 汪 一 挑 ” “ 挑 ” 起 徽 文化
",1
http://news.sohu.com/20070207/n248104274.shtml,黄山:专家探讨徽州文化博物馆展陈方案,"黄山 : 专家 探讨 徽州 文化 博物馆 展陈 方案
",1
http://news.163.com/07/0126/01/35NNLLL00001124J.html,高举“徽文化”大旗,"高举 “ 徽 文化 ” 大 旗
",1
http://news.sina.com.cn/c/2007-01-24/110211077958s.shtml,徽文化冬令营合肥开营,"徽 文化 冬令营 合肥 开营
",1
http://news.sina.com.cn/c/2006-12-20/004710814488s.shtml,黄山将建徽文化博物馆,"黄山 将 建 徽 文化 博物馆
",1
http://news.sina.com.cn/c/2006-11-24/012010580688s.shtml,新浪副董事长采访徽文化,"新浪 副董事长 采访 徽 文化
",1
http://news.qq.com/a/20061117/002069.htm,徽文化歌舞登陆北京,"徽 文化 歌舞 登陆 北京
",1
http://news.sohu.com/20061013/n245773186.shtml,合肥欲巨资打造徽文化城,"合肥 欲 巨资 打造 徽 文化城
",1
http://news.sohu.com/20060818/n244860964.shtml,1.5亿“复原”徽商大宅院 不惜血本保护“徽文化”,"1.5亿 “ 复原 ” 徽商 大 宅院 不惜 血本 保护 “ 徽 文化 ”
",1
http://news.sina.com.cn/c/2006-07-13/02069443785s.shtml,韩国大学生 钟情徽文化(图),"韩国 大学生 钟情 徽 文化 ( 图 )
",1
http://news.xinhuanet.com/photo/2006-07/12/content_4828123.htm,#韩国学生热衷徽文化(2),"#韩国 学生 热衷 徽 文化 ( 2 )
",1
http://news.sina.com.cn/s/p/2006-07-12/212010405030.shtml,图文:韩国学生热衷徽文化(1),"图文 : 韩国 学生 热衷 徽 文化 ( 1 )
",1
http://news.sohu.com/20060610/n243656929.shtml,日新月异“徽文化”——安徽文化产业发展综述(上),"日新月异 “ 徽 文化 ” —— 安徽 文化 产业 发展 综述 ( 上 )
",1
http://news.sina.com.cn/o/2006-04-12/09158677893s.shtml,休宁吆喝“徽文化”,"休宁 吆喝 “ 徽 文化 ”
",1
http://news.sina.com.cn/c/2006-03-19/00508473389s.shtml,走进徽文化博物馆 感受徽文化的魅力(组图),"走 进 徽 文化 博物馆 感受 徽 文化 的 魅力 ( 组图 )
",1
http://theory.people.com.cn/GB/49157/49165/4211563.html,徽文化:一张没有打好的牌,"徽 文化 : 一 张 没有 打 好 的 牌
",1
http://news.sina.com.cn/o/2006-03-06/04258368364s.shtml,徽文化精神之借鉴意义,"徽 文化 精神 之 借鉴 意义
",1
http://www.china.com.cn/chinese/MATERIAL/1107753.htm,安徽·黄山与徽文化,"安徽 · 黄山 与 徽 文化
",1
http://news.sina.com.cn/o/2005-11-18/03407469553s.shtml,[特别报道]流溢徽文化的乡村魅力,"[ 特别 报道 ] 流溢 徽 文化 的 乡村 魅力
",1
http://finance.sina.com.cn/20051107/1109387347.shtml,黄山打造“徽文化”品牌,"黄山 打造 “ 徽 文化 ” 品牌
",1
http://www.gov.cn/fwxx/ly/2005-11/07/content_92498.htm,黄山旅游打造“徽文化”品牌,"黄山旅游 打造 “ 徽 文化 ” 品牌
",1
http://news.sina.com.cn/o/2005-10-17/03127182046s.shtml,徽文化中的女性,"徽 文化 中 的 女性
",1
http://news.sina.com.cn/c/2005-08-30/00586811291s.shtml,徽文化在海口,"徽 文化 在 海口
",1
http://news.sina.com.cn/o/2005-08-29/05576804539s.shtml,黄山:携“徽文化”走进珠三角(新闻会客室)(图),"黄山 : 携 “ 徽 文化 ” 走 进 珠三角 ( 新闻 会客室 ) ( 图 )
",1
http://news.163.com/08/0427/11/4AHKITIR0001124J.html,采访团倾情精彩徽文化,"采访团 倾情 精彩 徽 文化
",1
http://www.tobacco.gov.cn/html/18/1806/57262_n.html,徽州文化中的烟文化,"徽州 文化 中 的 烟 文化
",1
http://news.sina.com.cn/c/2005-06-14/16036170159s.shtml,传承徽文化精髓 加强公民道德建设 构建和谐社会,"传承 徽 文化 精髓 加强 公民 道德 建设 构建 和谐 社会
",1
http://news.sina.com.cn/o/2005-05-19/19565934615s.shtml,徽文化:叠罗汉,"徽 文化 : 叠罗汉
",1
http://news.sina.com.cn/o/2005-05-19/19555934619s.shtml,徽文化:目莲戏,"徽 文化 : 目莲戏
",1
http://news.sina.com.cn/o/2005-05-19/19545934622s.shtml,徽文化:黄梅戏,"徽 文化 : 黄梅戏
",1
http://news.sina.com.cn/c/2003-09-15/1529755552s.shtml,普通百姓的徽文化情结,"普通 百姓 的 徽 文化 情结
",1
http://www.cnr.cn/home/society/200209230301.html,“徽文化”将在国际旅博会上大放溢彩,"“ 徽 文化 ” 将 在 国际 旅 博会 上 大 放 溢彩
",1
http://news.sina.com.cn/e/2002-07-25/1700649220.html,徽州文化研究院在黄山成立,"徽州 文化 研究院 在 黄山 成立
",1
http://news.xinhuanet.com/form/20010814/783294.htm,徽文化的旅游利用与保护,"徽 文化 的 旅游 利用 与 保护
",1
http://cppcc.people.com.cn/GB/34957/3299627.html,罗豪才:徽文化极具标本价值,"罗 豪才 : 徽 文化 极 具 标本 价值
",1
http://www.ah.xinhuanet.com/news2005/2006-12/08/content_8736605.htm,合肥拟投资30亿元在滨湖新区建设徽文化城,"合肥 拟 投资 30亿 元 在 滨湖 新区 建设 徽 文化城
",1
http://www.ah.xinhuanet.com/news2005/2006-01/17/content_6063967.htm,台学子来皖研习徽文化 - :: 新华网安徽频道::,"台 学子 来皖 研习 徽 文化 - : : 新华网 安徽 频道 : :
",1
http://travel.163.com/05/0823/14/1RRLRO3700061DPJ.html,品味徽州文化 黄山“十一”旅游不涨价,"品味 徽州 文化 黄山 “ 十一 ” 旅游 不 涨价
",1
http://www.ah.xinhuanet.com/xinwen/2004-10/30/content_3126761.htm,徽州文化研究丛书《徽州五千村》面世,"徽州 文化 研究 丛书 《 徽州 五千 村 》 面世
",1
http://www.ah.xinhuanet.com/xinwen/2004-10/04/content_2975438.htm,徽文化吸引世界目光 - 新华网安徽频道-新闻,"徽 文化 吸引 世界 目光 - 新华网 安徽 频道 - 新闻
",1
http://www.anhuinews.com/history/system/2004/05/18/000647284.shtml,第三节 徽文化发展的内在逻辑,"第三 节 徽 文化 发展 的 内在 逻辑
",1
http://www.sd.xinhuanet.com/news/2004-03/17/content_1799585.htm,黄山-徽文化观光游,"黄山 - 徽 文化 观光 游
",1
http://www.ah.xinhuanet.com/jdyl/2003-06/13/content_603306.htm,从有人将徽州文化牌子乱打想起的,"从 有人 将 徽州 文化 牌子 乱打 想 起 的
",1
http://www.anhuinews.com/history/system/2002/11/25/000174780.shtml,让徽文化“活”起来,"让 徽 文化 “ 活 ” 起来
",1
http://ah.anhuinews.com/system/2005/04/29/001251473.shtml,尽快给徽文化安个“家”,"尽快 给 徽 文化 安 个 “ 家 ”
",1
http://ah.anhuinews.com/system/2005/04/07/001231109.shtml,罗豪才率全国政协考察团来皖考察“徽文化”,"罗 豪才 率 全国 政协 考察团 来皖 考察 “ 徽 文化 ”
",1
http://www.chinaxwcb.com/index/2008-07/23/content_135463.htm,"""徽文化""出版精品展销月活动在深圳启动",""" 徽 文化 ""出版 精品 展销 月 活动 在 深圳 启动
",1
http://news.sina.com.cn/o/2006-11-10/012010457120s.shtml,徽州文化博物馆亟盼资金输血,"徽州 文化 博物馆 亟盼 资金 输血
",1
http://www.ahyouth.com/news/20170116/1284183.shtml,台湾大学生合肥寻根“徽文化”,"台湾 大学生 合肥 寻根 “ 徽 文化 ”
",1
http://news.21cn.com/caiji/roll1/zhnb/2017/0114/21/31886574.shtml,台湾师生体验“徽文化” 共续“铭传情”,"台湾 师生 体验 “ 徽 文化 ” 共 续 “ 铭 传情 ”
",1
http://edu.china.com/baike_5b695paH5YyW.html,徽文化 - 徽文化相关新闻_图片_视频_网友讨论_教育_中华网,"徽 文化 - 徽 文化 相关 新闻_ 图片_ 视频_ 网友 讨论_ 教育_ 中华网
",1
http://www.hellotw.com/laxw/20170115/t20170115_523484204.html,台灣師生體驗「徽文化」 共續「銘傳情」,"台 灣師 生 體驗 「 徽 文化 」 共續 「 銘傳情 」
",1
http://www.huaxia.com/ah-tw/wtwl/2017/01/5154175.html,2017台湾大学生徽文化冬令营开营仪式在合肥师范学院举行,"2017 台湾 大学生 徽 文化 冬令营 开 营 仪式 在 合肥 师范学院 举行
",1
http://www.taiwan.cn/local/anhui/dongtaixinwen/201701/t20170113_11677351.htm,2017台湾大学生徽文化冬令营开营仪式在合肥举行,"2017 台湾 大学生 徽 文化 冬令营 开 营 仪式 在 合肥 举行
",1
http://difang.gmw.cn/newspaper/2016-08/23/content_115508315.htm,海外文化侨团来我市参观考察,"海外 文化 侨团 来 我市 参观 考察
",1
http://www.anhui.cc/news/20110801/56685.shtml,皖南医学院探访徽州文化 传承徽州文明,"皖南 医学院 探访 徽州 文化 传承 徽州 文明
",1
http://www.anhui.cc/news/20110520/43863.shtml,"黄山学院:打造徽州文化综合工程,彰显学校办学特色","黄山 学院 : 打造 徽州 文化 综合 工程 , 彰显 学校 办学 特色
",1
http://news.ifeng.com/a/20151014/44879026_0.shtml,当徽文化遇到精神分析,"当 徽 文化 遇到 精神 分析
",1
http://news.ifeng.com/a/20150809/44383631_0.shtml,德国中学生来肥体验徽文化,"德国 中学生 来 肥 体验 徽 文化
",1
http://www.autohome.com.cn/news/201404/760756.html,江淮汽车安徽徽文化体验之旅圆满收官,"江淮 汽车 安徽 徽 文化 体验 之 旅 圆满 收官
",1
http://epaper.anhuinews.com/html/ahrb/20140103/article_3038322.shtml,徽文化的“思想库”,"徽 文化 的 “ 思想库 ”
",1
