url,title,summary,topic
http://cul.anhuinews.com/system/2014/06/19/006462648.shtml,"马头墙内外的徽州女人
",以马头墙为特色文化符号的钟灵毓秀的古徽州，千百年来不仅陶冶和培养了一大批名垂青史的国之栋梁、名臣廉吏、儒商巨贾、硕儒才俊、忠节义士，而且也孕育了让世人无不瞩目的又一个形象鲜明、生动感人的人物群体：徽州女人 一说到“徽州女人”，许多人眼前就会出现那高高耸立在古徽州城乡的各类贞节牌坊，牌坊上那些“立节完孤”、“节劲三冬”之类“廉贞扇淑”、鼓励女子“守贞、从一而终”的大匾象沉重的封建礼教铁幕，压得人们透不过气来，“节妇烈女” 作为中华民族伟大妇女的一部分，徽州女人自汉唐以来，在马头墙里面的徽州本土和马头墙外面的中华广阔地域，她们承传和弘扬中华传统美德，以自己的俭朴勤劳，聪慧勇敢、坚毅顽强、胆识才干，许多人把简单的“人”字写很十分漂亮，“徽州女人”用自己的才智和生命、用自己的辛劳和默默奉献，参与创造了灿烂、博大精深的徽州文化,7
http://www.wuyuan168.com/html/meishitechan/201304/13-13064.html,婺源江湾公社食堂美食,"这两个地方的环境都很有特色，菜品风格一致，都是当地农家菜，十分朴实，菜都很下饭，大家吃得特别香 听说自古以来，江湾人就不准任何人动后龙山上一草一木，十八世祖江绍武治理江湾时，他的儿子违规到后龙山砍柴，被护林人捉住，为杀一儆百，他将儿子绑起游街示众，并将其处死 醉美婺源旅游网是一家公益性质的民间旅游网站，我们尊重并保护知识产权，根据《信息网络传播权保护条例》，如果我们转载的作品侵犯了您的权利,请通知我们，我们会及时删除",13
http://www.ahage.net/lunwen/4125.html,试论徽州传统学术文化的区域表征,徽州传统学术文化自  世纪中叶蔚为大观，其后延续   多年，始终保持高位的发展水平，并显现了区域的整体表征 在各历史时期徽州均能凝练出传统学术文化的特色，表明该区域学术文化发展的连续性 徽州传统学术文化在表现出延续性的同时，还具有阶段性,1
http://cul.anhuinews.com/system/2014/09/02/006533122.shtml,徽州映象 徽文化 ,再或者，你仅仅是坐在桥头，看游人鱼贯前行，嗅着满荷塘清新的荷花香的时候――这些，就足够告诉你，徽州风景，是怎样的柔情缱绻，风情万种了 张其成，    年出生于安徽徽州，著名易学家，国学管理创建人 甘臻，原名甘社会，    年生，桐城人，研究生毕业，安徽省作家协会会员，现为安徽日报报业集团江淮时...,7
http://hk.huaxia.com/ah-tw/wtwl/2016/08/4956052.html,宣城市舉行“昆山臺商看宣城”活動,  日上午，我市召開宣城—昆山臺商經貿懇談會，市領導汪謙慎主持，昆山市台灣同胞投資企業協會會長李寬信、昆山市台灣同胞投資企業協會常務副會長高進龍等出席，賓主雙方就經貿合作等事項進行了深入交流 懇談會上，觀看了《美在宣城》專題片，市投資合作促進局作了招商推介 在宣期間，昆山臺商一行前往市開發區和郎溪縣，進行了實地考察,17
http://www.hzwh.com/article.asp?id=1221,徽商的兴盛与衰落,这样一来，重要产盐地区一一两淮、两浙，成为盐商集聚中心，徽商占人地之利，逐渐以发展盐业经营而雄飞商界 所以，陶澍初议革除盐弊时，盐商蠹吏都大肆反对．世以盐业起家的身为三朝乾隆、嘉庆、道光宰相的歙县人曹振镛虽然不好出面反对，也因盐政改为实行票法，徽商遭受损失，酸留溜地说：盐政改革“焉有饿死之宰相家” 五、泥古于封建生产经营方式的徽商，在与新兴的闽、粤、江、浙商帮的竞争中，逐渐为其压倒除此以外，还有一个重要原因，就是咸丰同治年间，徽州战乱延绵年之久，开始是团练的输捐搜刮，后是曾国藩督师祁门又纵兵大掠，使全郡窖藏一空，加之太平军与清军攻防争夺，激战不断，残酷地焚、烧、杀、掳，尸首遍野，庐舍为墟,10
http://www.hwjyw.com/zhwh/content/2010/05/21/7386.shtml,安徽古村落：西递、宏村,宏村村中数百幢古民居鳞次栉比，其间以“承志堂”最为杰出，它是清代盐商营造，占地二千多平方米，为砖木结构楼房 再次过滤流入河床，如此水系，堪称中国古代村落建筑艺术之一绝，它吸引了日本、美国、西德等国内外专家接踵而来精心研究 此外，村中各家各户的富丽宅院、精巧的花园、黑色大理石制作的门框、漏窗，石雕的奇花异卉、飞禽走兽，砖雕的楼台亭阁、人物戏文，及精美的木雕，绚丽的彩绘、璧画，都体现了中国古代艺术之精华,6
http://www.ahage.net/huangshan/5229.html,徽州古民居,作为徽州文化最具典型和普遍意义的载体物——那些分散存立于古徽州大地上的众多风格特异又典雅巧丽的徽派建筑，乃是中国农耕文明社会后期较为成熟的一大传统建筑样式，主要以古水口、古民居、古园林、古祠堂、古牌坊、古亭阁、古桥、古塔、古庙宇等具象实物存在为体现形式，它既是在特定的时空环境中造就出来的、集合自然美社会美艺术美于一体的一种物质实体，又是古徽州社会历史上自然地理、生态环境、经济、政治、以及人们的生产方式和生活习惯等在物质形态和精神理念上的反映，它受到徽州山水自然因素的制约与古代民间堪舆风水理论的影响，具有高超的建造技艺和浑厚的文化蕴意，尚且地域特征鲜明，其中数古民居、古祠堂、古牌坊最突显，号称徽州“古建三绝”，它们融古朴、秀巧、典雅、富丽于一身，在造型、功能、装饰、结构诸方面自成一格，保持着独特的艺术风采和魅力，不仅具有实际应用功能和开发使用功能，而且具有科技工艺价值、历史文化研究价值乃至旅游观赏价值 倘若依据天井位置和布局形制，徽州古民居宅屋大致可分四类：其一为“凹”字型住宅，一般为三开间、内天井，俗称“一颗印” 同其它徽派建筑物一样，徽州古民居也多采用砖木石原料构造而成，且无不将镂刻着山水人物、花草鸟兽、纹饰图案及戏文故事等富丽内容的砖雕木雕石雕构件，镶嵌应用在宅屋的门罩、门窗、门额、栏杆、梁柱、雀替、承托、柱础、裙板、庭院、花台等单元处，表现出卓绝的建筑装饰水平与高雅的实用艺术品位，使宅屋精美，如诗似画，此乃古徽州民居宅第的另一大特色,8
http://www.517huizhou.com/forum.php?mod=viewthread&tid=94648&extra=page%3D1,方利山文：文化徽州与水木清华,    年 月至    年 月，徽州黟县渔亭玛川村人金邦正又出任清华学校（清华大学前身）校长 特别是    年  月，清华大学出版社以过人的高瞻远瞩和敏锐的文化眼光，毅然决定出版徽州本土徽州师专（黄山学院前身）编辑整理的中国清代杰出思想家戴东原的《戴震全集》，此后，在《戴震全集》编纂过程中，清华和徽州有  年的亲密合作，其间清华大学出版社社长总编数次亲来徽州指导，责任编辑段全极教授为《戴震全集》的高质量出版，可说是呕心沥血，全力付出，有时为了落实一个注解，弄清一个古典，竟多次奔波在京城各地，向国学大师们一一求教 笔者有幸负责《戴震全集》点校整理的资料收集、著作编排、点校调度、出版联络等执行编纂工作，深深为段全极教授等清华人的敬业精神和对徽州文化的真情所感动,1
http://www.hzwh.com/article.asp?id=1012,徽州为什么又叫新安,晋太康元年，吴国被灭，新都郡更名新安郡 新安郡辖黟、歙、海宁、黎阳、遂安、始新六县 唐武德四年改新安郡为歙州，宋宣和三年改歙州为徽州,7
http://www.517huizhou.com/forum.php?mod=viewthread&tid=85496&extra=page%3D3,“徽商文化与当代价值”学术座谈会月底在歙县举行,作为商业巨擘，徽商凭借“徽骆驼”精神，顽强拼搏，勇于创新，称雄商界数百年，在中国商业文明史乃至世界商业文明史上创造了一个个商业奇迹和商界奇观，并在中华文化发生、发展、走向辉煌的过程中发挥过重要作用 徽商及由其创造而生的徽商文化、凝练而成的徽商精神，是属于中国乃至世界的丰厚遗产和宝贵资源 为深化徽商学术研究，深度开发与利用徽商资源，传承徽商文化，弘扬徽商精神，服务当代中国经济社会发展，光明日报社、中国社会科学院历史研究所、中共安徽省委宣传部、中共江西省委宣传部定于月底在安徽歙县联合举办“徽商文化与当代价值”学术座谈会,18
http://www.ahage.net/whz/29160.html,祁门芦溪：广场播映廉政片，传递人间正能量,近年来，芦溪乡党委政府不断创新党员干部的思想教育方式，坚持把廉政文化“六进”作为党风廉政教育的一项重要举措精心部署，通过县纪委和县文管新局，邀请电影队深入村组巡回播放反腐倡廉题材电影，赢得了该乡广大农村党员和农民群众的喜爱 看完《暖秋》后，査湾村老党员汪庭芳感叹：“这种廉政电影在露天下播放很新鲜，也使我们农村党员很受触动，感觉到现场的观众都在联想着我们的一言一行 前来指导放映的芦溪乡党委副书记方陆军表示：“这类声色并茂的廉政警示片以后还要多多定期播映，要使广大党员特别是党员领导干部时刻绷紧廉洁弦，筑牢自律堤,18
http://www.xinhs.cn/article.asp?id=16814,徽商发展时期的特点, 、获利致富后回报家乡，兴办社会公益事业、慈善事业     年黄河淮河大水，扬州徽商捐大米 万石，   万两银子,10
http://www.xinhs.cn/article.asp?id=41003,徽州民俗体育流变研究课题组一行来徽州区调研, 月 日上午，《徽州民俗体育流变研究》课题组部分专家来我区调研 安徽省体育局法规处处长崔立新、安徽师范大学体育学院副院长金涛博士等人作为课题组成员，来到我区了解我区民俗体育活动挖掘与开展情况，在听取区体育局的情况汇报后，深入呈坎考察调研 据悉，该课题已被国家体育总局列入十二五体育文化重点课题，课题组组长由安徽省体育局党组书记、局长冯潮担任，副组长首都体院副院长王凯珍教授等人担任,7
http://www.hzwh.com/article.asp?id=1101,徽墨有哪些主要品种和特点,历代徽墨品种繁多，按其制作类型，主要有漆烟、油烟、松烟、全烟、净烟、减胶、加香等 徽墨制作配方和工艺非常讲究，“廷珪之墨，松烟一斤之中，用珍珠三两，玉屑龙脑各一两，同时和以生漆捣十万杵” 正因为有独特的配方和精湛的制作工艺，徽墨素有拈来轻、磨来清、嗅来馨、坚如玉、研无声、一点如漆、万载存真的美誉,18
http://www.99huizhou.com/forum.php?mod=viewthread&tid=183815&extra=page%3D1%26filter%3Dtypeid%26typeid%3D13,徽州古建筑掠影,徽州是“文化之邦”，徽商致富还乡，也争相在家乡建住宅、园林，修祠堂，立牌坊，兴道观、寺庙 ，从而开始和形成有徽州特色的建筑风格 现存的古村落雄村、江村、许等地的明清民宅，比较集中地体现了徽州建筑风格 境内还保存众多的明清祠堂、牌坊，建筑风格也颇具特色，与明清民居称为“古建三绝”,8
http://www.99huizhou.com/forum.php?mod=viewthread&tid=26609&extra=page%3D6%26filter%3Dtypeid%26typeid%3D13,【原创】徽州文化知识问答·“一科同郡两元”指什么,府休宁县人戴有祺 张瑗（生卒年不详），字遽若，康熙三十年会元，由编修改御史，巡城至香山，见碧云寺后有明代宦官魏忠贤墓，规制宏伟，不胜愤激，奏请平毁，朝野称快 著有《三礼会通》、《潜虬斋诗文集》，并纂康熙《祁门县志》,7
http://www.ahage.net/huishang/5080.html,徽商四大行业之四,光绪《婺源县志》载：在湖南德山，“婺邑木商往来必经其地，簰夫不下数千人”，并披露说徽州本商在水中放木排用的竹缆绳(篾缆)，是由名噪一时的婺源木商程文昂始创的 清代休宁人赵吉士在《寄园寄所寄》中就有这样的记载：“徽处万山中笔，每年木材于冬时砍倒，候至五六月，梅水泛涨，出浙江者由严州，出江南者由绩溪，顺流而下，为力甚易 浙江严州淳安、遂安两县多山，盛产木材，徽州木商亦“岁经营其间”,10
http://www.ahage.net/huipaijianzhu/6641.html,歙县境内主要古代桥梁和关隘,纵列式发券，  孔，桥面与栏杆用青色泥灰质角砾岩，桥身与分水垛用红色粉沙岩砌成，长   米，宽 ． 米，系安徽省现存最长的古石桥 万年桥　位于歙县县城北门外扬之河上，建于明万历元年(    )， 孔，长   米、高  米、宽 ． 米、清光绪二十年(    )重修 北岸廊桥　位于北岸棉溪河上，建于清中叶，石质， 拱券，长  米，宽 . 米，高 米，桥上建廊，砖木结构，高约 米,18
http://www.ahage.net/huishang/zhoumeihong-zhiyanyiren-xixianlaohukaiwenmochangchangchang.html,周美洪：制砚艺人 歙县老胡开文墨厂厂长,一九九二年，由歙县老胡开文墨厂周美洪厂长亲自制作的一批歙砚和徽墨，曾被运到上海，作为赠送给出席海峡两岸经贸合作会议的与会代表，受到汪道涵等高级官员称赞 黄山松炼烟极佳，徽州水发翰墨之香，在中国文房四宝协会副会长、歙县老胡开文墨厂厂长周美洪的眼中，徽墨的兴盛除了手工艺人的不懈探索和徽商的发扬光大外，一山一水皆有情 中国文房四宝协会副会长、歙县工艺厂厂长周美洪告诉记者，精美绝伦的歙砚的背后，无不凝聚着制砚艺人的智慧和汗水,18
http://www.xinhs.cn/article.asp?id=63307,徽州石板路,散落山野田畴的一块块“黟县青”石板犹如一个个顽劣的小调皮，叫徽州老石匠开开脸、排排队，敲敲打打，垫补垫补一拾掇，便梳理出一条条光洁亮丽的石板路 唯石板路是阡陌交通、四通八达的，纵然是权倾朝野的高官、腰缠万贯的富贾把屋宇建造得金碧辉煌，从前厅到后院伸延而出的依然是石板路，与蓬荜门、土墙屋相互串联，演绎了徽州版的“王谢堂前燕，飞入百姓家” 哦，多情的乡间石板路，多像暗夜中的一盏盏指路灯，多少肩挑背驮的乡亲们七拐八折走尽坑坑洼洼的土路，一脚迈入你的襟怀，仿佛触摸到了家的脉搏，会不约而同地相互招呼一句：来，歇口气吧，家就在眼前了,7
http://cul.anhuinews.com/system/2008/07/28/002075943.shtml,西递、宏村――徽派建筑的典型代表,西递、宏村古民居群是徽派建筑的典型代表，现存完好的明清民居四百四十多幢，其布局之工、结构之巧、装饰之美、营造之精为世所罕见 实际上，这里离南京、合肥   公里，距杭州不足   公里，在游人如织的黄山脚下，西递、宏村背倚秀美青山，清流抱村穿户，数百幢明清时期的民居建筑静静伫立 黟县境内至今还保存着    多幢明清时期的古民居建筑，其中西递村、宏村有古民居   幢,6
http://www.99huizhou.com/forum.php?mod=viewthread&tid=74711&extra=page%3D9%26filter%3Dtypeid%26typeid%3D14,800年徽州社会到底是什么社会形态？,年中的徽州社会中农业发达，充分利用八山一水一分田的自然资源，变劣势为优势种茶、菊、桑等经济作物（至今仍为农民的主要收入来源），即为在外经商的徽商提供商品，同时也保证了自己的生活来源 可惜现在政府不考虑徽州的山区特点，一味的并校，搞得屁大点小孩每天走十几里山路去上学，真是作孽啊 可惜现在政府不考虑徽州的山区特点，一味的并校，搞得屁大点小孩每天走十几里山路去上学，真是作孽啊,7
http://www.ahage.net/shuhua/17502.html,黄宾虹推崇的安庆画家,除了陈衍庶和姜筠，黄宾虹对另一位安庆画家更是推崇有加，他在《近数十年画者评》中说：“郑雪湖壮年曾游黄山，所画山水，早饮香名，不失古人矩 《中国全史》说：“郑珊所画山水，浑劲苍厚，深得清代山水大家龚贤笔意，对黄宾虹的影响很大 清代画家、画评家李玉棻在画传《瓯钵罗宝书画过目考》中，以及赵维熙在《韬养斋笔记》中，都对郑珊有较高评价，称其“画山水，笔意苍厚，偶写花卉，亦有韵致”，“得宋元笔法之妙境”,14
http://www.wuyuan168.com/huizhou/10087.html,徽州藏书名家,清代，寄籍浙扛桐乡的休宁人汪文桂、汪森、汪文柏兄弟三人，同以藏书而名盛，世称“汪氏三子” 清代，寄籍浙扛桐乡的休宁人汪文桂、汪森、汪文柏兄弟三人，同以藏书而名盛，世称“汪氏三子” 寄籍浙江海宁的休宁人吴骞，遇善本书必倾囊购买，并常同吴门、武林诸藏书家互相抄校书籍，其拜经楼藏书达五万余卷，多为宋元善本,7
http://www.wuyuan168.com/huizhou/6143.html,徽酒飘香再现徽商盛世之旅,近几年来，随着徽商文化的兴起及安徽本地白酒市场的竞争加剧，再现徽酒的徽商盛世已成为众多徽酒的梦想：走出去，海阔天空，成就一方 从口子窖、高炉家、古井贡、迎驾贡等徽酒精英在江苏市场的硝烟盛起，再到广东市场中以高炉家、皖酒王等为代表徽酒的酒海弄潮等等现象，酒界也已能够看出，沉寂已久的徽酒开始了出征     年古井贡、口子窖是安徽利税最高的企业代表，但是，    年安徽白酒本地销量最好的却是双轮集团的高炉家酒，这至少说明了古井贡、口子窖的市场销量来源很大一部分是来源于省外市场,10
http://www.517huizhou.com/forum.php?mod=viewthread&tid=400&extra=page%3D14,每    文 ：    “徽州”复名  绩婺返徽   民心所 向,“国家级徽州文化生态保护实验区”，  年来第一次在国家层面明确了包括婺源、绩溪、黄山在内的原徽州一府六县是一个徽州文化生态不可分割的整体     年国家级徽州文化生态保护区实验区的设立，  年来首次由国家明确婺源属于文化徽州的整体一部分，体现了党和国家对徽州百姓民心民意的顺应和尊重 为了有效实行对徽州文化生态空间的保护，便于统一筹划，统一实施对徽州文化物态、非物态遗存以及环境空间的保护开发利用，应该加大前进步伐，打破行政区划障碍，最终实现婺源返徽,17
http://cul.anhuinews.com/system/2008/06/24/002046700.shtml,“徽骆驼”负重更应“远行”, 月  日至  日，参加“挑担徽茶雾里青，重走百年徽商路”活动的  名现代“徽骆驼”，肩挑历史名茶雾里青，来到徽商兴盛地扬州，通过考察扬州茶市，走访徽文化专家，从中得到不少启示 著名的茶文化研究专家，自称“半个安徽人”的扬州人徐丹成告诉记者，扬州是茶叶消费大市，据了解，每天约有 吨徽茶进入扬州 韦明铧先生的观点得到了参加“挑担徽茶雾里青，重走百年徽商路”活动的现代“徽骆驼”们的认同，本次活动的赞助商、安徽天方茶业集团公司的董事长、总经理郑孝和先生说，我们这次不仅是地理意义上的远行，更是一次精神意义上的远行，我们相信通过这次重走徽商路，将会使我们对徽商精神的内涵有更深的认识和思考，徽商振兴会有时,10
http://ahage.net/m/view.php?aid=409,安徽绩溪与徽学研究,胡适先生曾说，我们不可只见那小绩溪，而忘了大绩溪，绩溪人的成功，大多在本土以外，绩溪的徽学研究，不仅是对一个绩溪县，而且是对绩溪以外的徽州历史文化的探讨研究 此后，绩溪人对徽学的研究历代不乏其人，明清两代《绩溪县志》的修撰，乾嘉之际绩溪“礼学三胡”的蔚起，伏岭村邵绮园《徽志补正》、《大障山辨》、《闻见晚录》、《庐黄纪游》等徽学著作的问世，特别是现代孔圣人胡适之对于徽学研究的巨大贡献，更是无与伦比，他用他“大胆假设、小心求证”的方法论，一改历代县志不言商的封建传统观念，特别地强调县志修撰应注重徽州人“移徙经商的分布与历史”，要看到“大绩溪，应列‘大绩溪’一门”，这是徽学研究史上一个空前的突破，为徽商———徽州文化孕育生发，繁荣发达的基础扶本归源，正名留史，胡适先生对于徽学的贡献，功莫大焉 此后，绩溪的徽学研究蔚成风气，其领域涉及徽州文化的新安教育、新安医学、新安绘画、音乐戏剧舞蹈、徽派建筑、徽州学术、徽商及徽州经济、徽州文房四宝、徽菜和徽州饮食文化、徽州人文等等各个方面,15
http://cul.anhuinews.com/system/2008/08/21/002096647.shtml,奥运会开幕式与徽州文化的共鸣,奥运会开幕式与徽州文化的共鸣-徽州文化-中安在线-徽文化 令人无比骄傲的是，奥运会开幕式中的中国元素与我们的家乡竟有着深远的渊源和紧密的关系，这就是作为中华文明组成部分的徽州文化在表演中的激情展示 把精深博大的五千年华夏文明浓缩在一副美轮美奂的写意画卷上，鲜明的主题，恢宏的气势，美好的意境，把奥林匹克精神与中华文明的底蕴有机的结合起来，交汇与徐徐展开的历史画卷中，让人恍然若梦，如同置身画境,1
http://cul.anhuinews.com/system/2011/08/24/004371219.shtml,徽州民俗文化村保护古民居 传承徽文化,黎阳故邸徽州民俗文化村是我市“百村千幢”古民居保护利用工程异地集中保护项目之一 项目以保护古民居，传承徽文化，发展文化旅游，打造古民居异地保护亮点、塑造徽文化综合保护经典为目标，总投资约    万，规划占地  亩，计划完成  余幢古民居异地集中保护及配套设施建设 黎阳故邸项目区里的古民居迁移重建始终坚持高标准规划、高标准建设，邀请专业的古建施工队伍施工，遵守古民居迁移的规定，以更好地保护民居，保留原建筑风味，传承徽文化,13
http://www.ahage.net/shuhua/14815.html,“纸寿千年”“纸中之王”,宣纸起源:迄今尚无可靠的文字供考证，但说法有二：一是泾县素有宣纸创始人孔丹的传说 只是到了唐代，蔡伦的弟子孔丹制作的纸张才有正式文字记载，且以“宣纸”的名词出现，这便是世人公认的“宣纸”始于唐代说 由此可见，有关著作及人们通俗的说法称：宣纸产于泾县，唐代泾县属宣州郡（或宣城郡），宣纸由此得名，这一说法有失偏颇（注：唐天宝元年（   ），宣州改宣城郡，乾元元年（   ）宣城郡复称宣州）,17
http://www.ahage.net/huishang/,古今人物 / 徽商崛起,安徽文化人的网上家园，网上最大的安徽历史文化资料中心 徽商典当行在安庆制定的一部内部法规《典业致 本站部分内容来源于网络，若有侵权之处，请联系管理员,10
http://www.xinhs.cn/article.asp?id=76849,八百年龙简记载古徽州家族祭祀礼仪,古代徽州人祭祀祖先是什么样的场面，在收藏于黟县档案馆内的一份龙简上面记载了这一切 在黟县档案馆内的另一份民国时期的徽州祭祀文书，却展示了徽州人祭祀祖先时，所摆放的祭品细节 据安徽省档案馆研究人员介绍，这项祭祀活动，就是以纪念保障徽州乡土有功的唐代越国公汪华为主题的祭祀，其目的也就是为了纪念来自中原的祖先,7
http://www.99huizhou.com/forum.php?mod=viewthread&tid=978&extra=page%3D11%26filter%3Dtypeid%26typeid%3D14,【分享】胡氏宗祠木雕与金华火腿,从此以后，绩溪和皖南山地人民群众家中，每逢过年要腌制火腿，或者专事做火腿生意的商家，都把宗泽宗爷爷当作神灵来供奉 绩溪高车的姜德荣先生，曾于清光绪二十四年在浙江金华开办了首家“新味和”火腿店，以传统的徽州火腿腌制技术唱响金华府，成为金华地区的最大火腿制作商，“新味和”成为金华火腿的金字招牌 无独有偶，正是清光绪二十四年，绩溪龙川胡氏宗祠再度大修，修祠堂的设计师和艺术工匠们在龙川胡氏宗祠后进寝楼腰华板上，以艺术手法，用宋朝百姓犒劳宋军抗金凯旋的故事，来歌颂胡宗宪率领明军抗倭胜利班师的现实，却在有意无意之间，把绩溪火腿犒三军的历史记录下来，并成为绩溪火腿制作历史的木雕实证，充分地再现了绩溪火腿与金华火腿的历史渊源关系,17
http://www.hzwh.com/article.asp?id=983,徽商的合资经营,早期的徽商宗族观念很强，经营上大多采用同姓合股这一形式，它包括一家合资和同宗合资 如抗战后期，休宁人黄吉文、胡德基在上海河南路创办的“胡开文益记笔墨庄”，就是一个异性合资产销结合的股东店，胡开文的六世孙胡洪精、胡洪莫兄弟二人，也曾投资入股 合股经商的出现，使原来那种举族经商，家长就是商业的领导人的形式不适用了，独力经营已无法应付，不得不使用商业代理人，一般是用一个掌计和二三个主管,10
http://www.wuyuan168.com/huizhou/huizhoumingren/2011/0120/10156.html,徽州绩溪知名人士――抗倭名将胡宗宪,在嘉靖三十四年，倭寇先后入侵浙江杭州，严州，淳安，南直隶旌德，泾县，南陵，当涂，芜湖，无为，歙县，南京等地此时，宗宪为浙江巡抚，在嘉靖三十五年，经过身经百战，两浙寇渐平 嘉靖三十三年，受命出任浙江巡按监察御使，自此，宗宪政治生涯转至抗倭事业 忠臣冤魂使一些正直之士冒着随时可能被胡宗宪政敌罗织罪名，身陷囹圄的危险，毅然上书为之讼冤，经过诸多正直之士的冤疏，加上倭寇再次入侵，引起无数人对宗宪的无比怀念，不断有人上疏为其鸣冤，在明穆宗于隆庆之年(    )为其初步平反，一直到万年七年(    )在宗宪含冤而死的  年之后，迎来了全面彻底的平反，昭雪，明神宗亲颁和，不仅全面的肯定了胡宗宪的抗倭功绩，将其的官衔尽数恢复，并赐予了谥号和御葬的荣誉,17
http://www.xinhs.cn/article.asp?id=33157,黄山人大代表建言 保护“徽州方言”迫在眉睫,但进入上世纪九十年代以后，随着城镇化进程加快及普通话日益普及，有着极具地域特色、深厚文化底蕴及很高研究价值的“徽州方言”有逐步消失的危险 代表们建议，应充分利用“徽学”研究平台，组织专家，并设专项资金，将“徽州方言”纳入“徽学”范畴研究，认真做好各地域方言的录音保存工作 同时建议有条件的学校增加“徽州方言”教育课,15
http://www.517huizhou.com/forum.php?mod=viewthread&tid=2768&extra=page%3D10,歙县一处古村让我痴迷,我们从歙县王村进去车行大概  多分钟，经过蜿蜒的小道，来到了一个令我吃惊的世外桃源，这里小溪潺潺，石桥，古树，老屋，古戏台，老人和孩子们构成了一幅和谐的画面 这个村就叫--中磅村 通过村里老人的介绍，这里以庄姓聚居为主，从保留下来的古戏台和老宅，可以看出这个村庄有着深厚的文化底蕴,18
http://www.hzwh.com/article.asp?id=771,《金瓶梅》书中的徽州方言注释,《金瓶梅词话》作者采用了徽州歙县南乡和歙县西乡的方言口语，混合运用，其中还夹带了少量的外地方言 汪道昆采用了隔座山头语音不一的徽州方言，而且循音赋字，按音造字，直录民众唇吻口头俗语，造成《金瓶梅词话》“语句新奇”的效果 《金瓶梅词话》作者汪道昆采用的词语明显带有徽州方音音核的特色，方音的指向是十分明确的,18
http://www.hzwh.com/article.asp?id=1171,徽州学形成的物质基础,讨论徽州独特地域文化的形成及其特质，就不能不看到它产生自徽商经济基础之上并受到它的制约、与其同命运这个根本事实 这种山水相连，并为互补的地理优势为徽商兴起与徽州独特地域文化的形成提供了前提 这就使得这一特定地域在徽商的“徽骆驼精神”哺育下，形成了即有山之静水之动、开放与凝聚双重品格的徽州独特地域文化，促成了徽州文化的特别繁荣，形成了自成特色的“徽州学”,10
http://www.99huizhou.com/forum.php?mod=viewthread&tid=108155&extra=page%3D7%26filter%3Dtypeid%26typeid%3D14,寄籍苏州的徽州人影像资料,光绪二十二年，据《马关条约》苏州辟为通商口岸，奉命与潘祖谦任勘地公所董事，勘划租界地 光绪三十一年，与在籍湖北学政王同愈等筹设苏州商务总会，并推选为首届总理，后连任五届总理及议董等职，长达十余年 同年科举废除后，苏州成立长元吴学务公所，尤先甲任会计议董,7
http://www.xinhs.cn/article.asp?id=61030,我是安徽徽州人,    年在上海创刊《新月》杂志，胡适接连发表的《人权与约法》、《知难行亦不易》、《我们什么时候才可以有宪法》、《新文化运动与国民党》等，一系列严厉批评国民党思想文化与专制政治的文章，惹恼了国民党当局，招致被围剿、批判和惩戒，胡适被迫辞去中国公学校长职，返回北大任文学院院长 胡适发表有大量评论中日时局和中国内政的文章，这个存在五年二个月的《独立评论》杂志，是当时中国舆论界最重要的刊物之一，也是胡适认为不滥用一个名词，说平实话，“不肯牵就低俗趣味”的刊物，是胡适生命史上最为珍视的一段“小册子的新闻事业黄金时代” 倡导文学革命，主导思想启蒙推动社会革新，立身学界树立现代学术新典范，胡适一生矢志为现代文明中国的建立，竭精劳神，其言论行迹虽然不无争议，但爱国家为民族争荣光自甘奉献，世人大多认同,7
http://www.517huizhou.com/forum.php?mod=viewthread&tid=20453&extra=page%3D4,旌德社区“太阿”说。。。,建设潜口，西园等地，搞残了许村，石潭 建设潜口的时候，许村就不说了，是个宝藏官老爷当然有权利去挖点宝过来凑热闹何况不是私吞      =    %   &   ,18
http://www.99huizhou.com/forum.php?mod=viewthread&tid=15886&extra=page%3D11%26filter%3Dtypeid%26typeid%3D13,【转帖】徽州建筑的特色（马恒）,同时，由于大量移民的涌人，人稠地狭，构建楼房也成为最佳选择，但多依山就势，局促一方，为解决通风光照问题，中原的“四合院”形式又演变成为适应险恶的山区环境，既封闭又通畅的徽州“天井” 由于“贾而好儒”的特点，具有很高文化素质的徽商们在建筑中注入了自己对住宅布局、结构、内部装饰、厅堂布置的看法，促使徽派建筑逐渐形成风格独特的建筑体系，使徽派建筑不仅具有实用性，还蕴含有丰富的文化内涵 徽州的祠堂和牌坊也是徽派建筑中的重要建筑形式,8
http://www.ahage.net/shuhua/5405.html,师松龄与新“徽派版画”,参与集体创作的过程，是师松龄先生学习与实践的好机会，徽派版画传统主流与现实生活之源相激相汇，于  年代产生过《黄山后海》、《旭日东升》等，在  年代产生过《陈毅吟诗》等大型版画作品 师松龄先生个人版画创作出现转折性变化，还表现在对古代徽派版画传统的创造性转换和对新徽派艺术语言的纯化与开掘上 选择古代徽派版画以线造型的传统，就意味着师松龄先生的版画刻制在技法上没有半点可以取巧的余地,8
