segments,count,ratio
人心,33,0.00162616529527
毁于,33,0.00162616529527
唱腔,33,0.00162616529527
地道,33,0.00162616529527
衡,33,0.00162616529527
"。
王",33,0.00162616529527
南昌,33,0.00162616529527
拼,33,0.00162616529527
招,33,0.00162616529527
商德,33,0.00162616529527
汝,33,0.00162616529527
斑驳,33,0.00162616529527
折射,33,0.00162616529527
之父,33,0.00162616529527
子之,33,0.00162616529527
辛,33,0.00162616529527
楼房,33,0.00162616529527
自明,33,0.00162616529527
木结构,33,0.00162616529527
侧,33,0.00162616529527
趣,33,0.00162616529527
煜,33,0.00162616529527
龙尾,32,0.00157688755905
中堂,32,0.00157688755905
黄山毛峰,32,0.00157688755905
留给,32,0.00157688755905
商家,32,0.00157688755905
中共,32,0.00157688755905
夜晚,32,0.00157688755905
海宁,32,0.00157688755905
构思,32,0.00157688755905
旧时,32,0.00157688755905
职责,32,0.00157688755905
响应,32,0.00157688755905
三绝,32,0.00157688755905
御赐,32,0.00157688755905
表述,32,0.00157688755905
集散地,32,0.00157688755905
旨在,32,0.00157688755905
相处,32,0.00157688755905
坤,32,0.00157688755905
红军,32,0.00157688755905
公开,32,0.00157688755905
帆,32,0.00157688755905
休息,32,0.00157688755905
新建,32,0.00157688755905
恰,32,0.00157688755905
恩,32,0.00157688755905
学良,32,0.00157688755905
射,32,0.00157688755905
八卦,32,0.00157688755905
方音,32,0.00157688755905
十万,32,0.00157688755905
扛,32,0.00157688755905
言行,32,0.00157688755905
盐场,32,0.00157688755905
万物,32,0.00157688755905
刑,32,0.00157688755905
引进,32,0.00157688755905
老大,32,0.00157688755905
谨,32,0.00157688755905
终生,32,0.00157688755905
蓬勃,32,0.00157688755905
开启,32,0.00157688755905
外部,32,0.00157688755905
苑,32,0.00157688755905
无奈,32,0.00157688755905
查看,32,0.00157688755905
抽,32,0.00157688755905
灾荒,32,0.00157688755905
后儒,32,0.00157688755905
难道,32,0.00157688755905
自然村,32,0.00157688755905
提起,32,0.00157688755905
及第,32,0.00157688755905
毕生,32,0.00157688755905
巩固,32,0.00157688755905
遗风,32,0.00157688755905
渡船,32,0.00157688755905
"。
明清",32,0.00157688755905
放弃,32,0.00157688755905
随意,32,0.00157688755905
场景,32,0.00157688755905
满意,32,0.00157688755905
一向,32,0.00157688755905
错落,32,0.00157688755905
鹿,32,0.00157688755905
阵阵,32,0.00157688755905
傩舞,32,0.00157688755905
从来,32,0.00157688755905
善本,32,0.00157688755905
少微,32,0.00157688755905
进攻,32,0.00157688755905
雄伟,32,0.00157688755905
当即,32,0.00157688755905
六邑,32,0.00157688755905
茶香,32,0.00157688755905
宾客,32,0.00157688755905
故宫,32,0.00157688755905
观看,32,0.00157688755905
甫,32,0.00157688755905
东家,32,0.00157688755905
青阳,32,0.00157688755905
街上,32,0.00157688755905
名胜,32,0.00157688755905
心目,32,0.00157688755905
拔,32,0.00157688755905
兴旺发达,32,0.00157688755905
丰南,32,0.00157688755905
一律,32,0.00157688755905
险,32,0.00157688755905
战区,32,0.00157688755905
木质,32,0.00157688755905
脱离,32,0.00157688755905
就读,32,0.00157688755905
下令,32,0.00157688755905
弟弟,32,0.00157688755905
香气,32,0.00157688755905
水运,32,0.00157688755905
残,32,0.00157688755905
弥漫,32,0.00157688755905
重镇,32,0.00157688755905
集成,32,0.00157688755905
救荒,32,0.00157688755905
肃,32,0.00157688755905
动作,32,0.00157688755905
解读,32,0.00157688755905
"。
清代",32,0.00157688755905
战火,32,0.00157688755905
毛笔,32,0.00157688755905
山坡,32,0.00157688755905
水陆,32,0.00157688755905
九江,32,0.00157688755905
日后,32,0.00157688755905
流入,32,0.00157688755905
组建,32,0.00157688755905
应蛟,32,0.00157688755905
亲笔,32,0.00157688755905
村村,32,0.00157688755905
看成,32,0.00157688755905
开馆,32,0.00157688755905
环水,32,0.00157688755905
寻根,32,0.00157688755905
钱塘江,32,0.00157688755905
朱氏,32,0.00157688755905
用品,32,0.00157688755905
拟,32,0.00157688755905
拆迁,32,0.00157688755905
并未,32,0.00157688755905
桥头,32,0.00157688755905
钻,32,0.00157688755905
沿用,32,0.00157688755905
超,32,0.00157688755905
总书记,32,0.00157688755905
私家,32,0.00157688755905
年纪,31,0.00152760982283
茶道,31,0.00152760982283
艰苦,31,0.00152760982283
韩国,31,0.00152760982283
挺,31,0.00152760982283
摸,31,0.00152760982283
和睦,31,0.00152760982283
名臣,31,0.00152760982283
精制,31,0.00152760982283
哪个,31,0.00152760982283
牢固,31,0.00152760982283
颂扬,31,0.00152760982283
治疗,31,0.00152760982283
泽民,31,0.00152760982283
注入,31,0.00152760982283
联合国,31,0.00152760982283
古玩,31,0.00152760982283
字画,31,0.00152760982283
严密,31,0.00152760982283
雕琢,31,0.00152760982283
善良,31,0.00152760982283
束缚,31,0.00152760982283
全家,31,0.00152760982283
天空,31,0.00152760982283
三十二,31,0.00152760982283
反抗,31,0.00152760982283
雕花,31,0.00152760982283
四合院,31,0.00152760982283
成分,31,0.00152760982283
披,31,0.00152760982283
抢,31,0.00152760982283
广西,31,0.00152760982283
平定,31,0.00152760982283
华丽,31,0.00152760982283
全方位,31,0.00152760982283
"。
第二",31,0.00152760982283
质地,31,0.00152760982283
张氏,31,0.00152760982283
萍,31,0.00152760982283
布店,31,0.00152760982283
钻研,31,0.00152760982283
赏识,31,0.00152760982283
饮茶,31,0.00152760982283
俭朴,31,0.00152760982283
南朝,31,0.00152760982283
洪水,31,0.00152760982283
歙事,31,0.00152760982283
先是,31,0.00152760982283
传人,31,0.00152760982283
木头,31,0.00152760982283
题词,31,0.00152760982283
八百,31,0.00152760982283
融为一体,31,0.00152760982283
高祖,31,0.00152760982283
梦到,31,0.00152760982283
争议,31,0.00152760982283
广为,31,0.00152760982283
变革,31,0.00152760982283
闭塞,31,0.00152760982283
知识分子,31,0.00152760982283
尽量,31,0.00152760982283
以往,31,0.00152760982283
油菜花,31,0.00152760982283
位居,31,0.00152760982283
房间,31,0.00152760982283
庆余,31,0.00152760982283
最近,31,0.00152760982283
彩绘,31,0.00152760982283
弱,31,0.00152760982283
旁边,31,0.00152760982283
促,31,0.00152760982283
士陵,31,0.00152760982283
焦,31,0.00152760982283
时尚,31,0.00152760982283
23,31,0.00152760982283
误,31,0.00152760982283
慕,31,0.00152760982283
等待,31,0.00152760982283
33,31,0.00152760982283
家礼,31,0.00152760982283
干菜,31,0.00152760982283
热爱,31,0.00152760982283
商贸,31,0.00152760982283
停止,31,0.00152760982283
滚,31,0.00152760982283
有余,31,0.00152760982283
他乡,31,0.00152760982283
委托,31,0.00152760982283
门类,31,0.00152760982283
厚实,31,0.00152760982283
清军,31,0.00152760982283
叔,31,0.00152760982283
菜肴,31,0.00152760982283
要素,31,0.00152760982283
祭拜,31,0.00152760982283
治国,31,0.00152760982283
极力,31,0.00152760982283
至此,31,0.00152760982283
自此,31,0.00152760982283
乡镇,31,0.00152760982283
清凉,31,0.00152760982283
工艺美术,31,0.00152760982283
城西,31,0.00152760982283
本次,31,0.00152760982283
嗣,31,0.00152760982283
差异,31,0.00152760982283
实验区,31,0.00152760982283
世事,31,0.00152760982283
资格,31,0.00152760982283
职务,31,0.00152760982283
得天独厚,31,0.00152760982283
二十年,31,0.00152760982283
千古,31,0.00152760982283
敌人,31,0.00152760982283
划归,31,0.00152760982283
慈禧,31,0.00152760982283
与时俱进,31,0.00152760982283
人为,31,0.00152760982283
刻画,31,0.00152760982283
代替,30,0.00147833208661
远在,30,0.00147833208661
.,30,0.00147833208661
远山,30,0.00147833208661
称王,30,0.00147833208661
讨,30,0.00147833208661
长三角,30,0.00147833208661
叹为观止,30,0.00147833208661
社学,30,0.00147833208661
冲突,30,0.00147833208661
立体,30,0.00147833208661
四海,30,0.00147833208661
摘,30,0.00147833208661
翔,30,0.00147833208661
动员,30,0.00147833208661
兽,30,0.00147833208661
热烈,30,0.00147833208661
山地,30,0.00147833208661
教训,30,0.00147833208661
朴实,30,0.00147833208661
堰,30,0.00147833208661
光学,30,0.00147833208661
／,30,0.00147833208661
单一,30,0.00147833208661
士人,30,0.00147833208661
"。
由于",30,0.00147833208661
长河,30,0.00147833208661
授予,30,0.00147833208661
漳州,30,0.00147833208661
尉,30,0.00147833208661
1946年,30,0.00147833208661
西湖,30,0.00147833208661
疏证,30,0.00147833208661
家业,30,0.00147833208661
五千,30,0.00147833208661
家长,30,0.00147833208661
水土,30,0.00147833208661
白天,30,0.00147833208661
1121年,30,0.00147833208661
淳熙,30,0.00147833208661
潮流,30,0.00147833208661
遗民,30,0.00147833208661
亦文,30,0.00147833208661
程颢,30,0.00147833208661
久安,30,0.00147833208661
碎,30,0.00147833208661
好几,30,0.00147833208661
杀人,30,0.00147833208661
淮北,30,0.00147833208661
赞赏,30,0.00147833208661
乡愁,30,0.00147833208661
微笑,30,0.00147833208661
民谚,30,0.00147833208661
逾,30,0.00147833208661
"。
我们",30,0.00147833208661
就地,30,0.00147833208661
奢侈,30,0.00147833208661
茶亭,30,0.00147833208661
金融,30,0.00147833208661
声名,30,0.00147833208661
环抱,30,0.00147833208661
绝不,30,0.00147833208661
标,30,0.00147833208661
安定,30,0.00147833208661
掀起,30,0.00147833208661
19日,30,0.00147833208661
不一,30,0.00147833208661
炸,30,0.00147833208661
平均,30,0.00147833208661
圣人,30,0.00147833208661
索,30,0.00147833208661
厌,30,0.00147833208661
刊物,30,0.00147833208661
正宗,30,0.00147833208661
郁,30,0.00147833208661
耸,30,0.00147833208661
汇集,30,0.00147833208661
襄,30,0.00147833208661
高等,30,0.00147833208661
器物,30,0.00147833208661
承认,30,0.00147833208661
交界处,30,0.00147833208661
清人,30,0.00147833208661
唯有,30,0.00147833208661
清风,30,0.00147833208661
就业,30,0.00147833208661
四季,30,0.00147833208661
灾民,30,0.00147833208661
彩云,30,0.00147833208661
崇山峻岭,30,0.00147833208661
汪廷讷,30,0.00147833208661
池塘,30,0.00147833208661
吸取,30,0.00147833208661
寻常,30,0.00147833208661
建制,30,0.00147833208661
城南,30,0.00147833208661
剑,30,0.00147833208661
京都,30,0.00147833208661
县衙,30,0.00147833208661
公认,30,0.00147833208661
应邀,30,0.00147833208661
高速公路,30,0.00147833208661
天天,30,0.00147833208661
优越,30,0.00147833208661
芽,30,0.00147833208661
详,30,0.00147833208661
宝地,30,0.00147833208661
伯山,30,0.00147833208661
成本,30,0.00147833208661
接物,30,0.00147833208661
眼里,30,0.00147833208661
便捷,30,0.00147833208661
贬,30,0.00147833208661
中年,30,0.00147833208661
刻印,30,0.00147833208661
钟鼓楼,30,0.00147833208661
棉,30,0.00147833208661
山岭,30,0.00147833208661
山谷,30,0.00147833208661
危险,30,0.00147833208661
热,30,0.00147833208661
"：
一",30,0.00147833208661
名片,30,0.00147833208661
梳理,30,0.00147833208661
美观,30,0.00147833208661
宏伟,30,0.00147833208661
秦始皇,30,0.00147833208661
穷理,30,0.00147833208661
秋天,30,0.00147833208661
常务,30,0.00147833208661
共计,30,0.00147833208661
江畔,30,0.00147833208661
恩来,30,0.00147833208661
风水先生,30,0.00147833208661
寻访,30,0.00147833208661
北岸,30,0.00147833208661
这天,30,0.00147833208661
孰,30,0.00147833208661
二者,30,0.00147833208661
血,30,0.00147833208661
通风,30,0.00147833208661
瓷土,30,0.00147833208661
事务所,30,0.00147833208661
见解,30,0.00147833208661
透雕,30,0.00147833208661
驻扎,30,0.00147833208661
影视,30,0.00147833208661
震撼,30,0.00147833208661
营业,30,0.00147833208661
节奏,30,0.00147833208661
自然风光,29,0.00142905435039
确立,29,0.00142905435039
居于,29,0.00142905435039
桑,29,0.00142905435039
纯粹,29,0.00142905435039
世俗,29,0.00142905435039
称呼,29,0.00142905435039
中后期,29,0.00142905435039
笔记,29,0.00142905435039
新兴,29,0.00142905435039
认,29,0.00142905435039
讯,29,0.00142905435039
方方面面,29,0.00142905435039
教育部,29,0.00142905435039
艺术品,29,0.00142905435039
怀念,29,0.00142905435039
品尝,29,0.00142905435039
学识,29,0.00142905435039
摇,29,0.00142905435039
足见,29,0.00142905435039
耸立,29,0.00142905435039
土特产,29,0.00142905435039
举措,29,0.00142905435039
精良,29,0.00142905435039
2001年,29,0.00142905435039
救国,29,0.00142905435039
檀,29,0.00142905435039
史称,29,0.00142905435039
扣,29,0.00142905435039
田产,29,0.00142905435039
千秋,29,0.00142905435039
适当,29,0.00142905435039
火炬,29,0.00142905435039
收到,29,0.00142905435039
药材,29,0.00142905435039
太极拳,29,0.00142905435039
时年,29,0.00142905435039
倾,29,0.00142905435039
"。
作为",29,0.00142905435039
别号,29,0.00142905435039
率先,29,0.00142905435039
蓄,29,0.00142905435039
贵溪,29,0.00142905435039
货真价实,29,0.00142905435039
先世,29,0.00142905435039
悉,29,0.00142905435039
本县,29,0.00142905435039
老乡,29,0.00142905435039
遗留,29,0.00142905435039
前夕,29,0.00142905435039
空前,29,0.00142905435039
人均,29,0.00142905435039
收获,29,0.00142905435039
动人,29,0.00142905435039
栏,29,0.00142905435039
齐名,29,0.00142905435039
抛,29,0.00142905435039
广洋,29,0.00142905435039
大连,29,0.00142905435039
字义,29,0.00142905435039
雷,29,0.00142905435039
诚实守信,29,0.00142905435039
不朽,29,0.00142905435039
总理,29,0.00142905435039
启发,29,0.00142905435039
纲常,29,0.00142905435039
下联,29,0.00142905435039
说道,29,0.00142905435039
样,29,0.00142905435039
山峦,29,0.00142905435039
天都峰,29,0.00142905435039
高官,29,0.00142905435039
奶奶,29,0.00142905435039
相邻,29,0.00142905435039
大盐,29,0.00142905435039
梦想,29,0.00142905435039
官商,29,0.00142905435039
红楼梦,29,0.00142905435039
世外桃源,29,0.00142905435039
汇编,29,0.00142905435039
气派,29,0.00142905435039
上升,29,0.00142905435039
坚定,29,0.00142905435039
风范,29,0.00142905435039
缕,29,0.00142905435039
珍惜,29,0.00142905435039
得出,29,0.00142905435039
关联,29,0.00142905435039
个个,29,0.00142905435039
尊敬,29,0.00142905435039
落款,29,0.00142905435039
赵吉士,29,0.00142905435039
庄重,29,0.00142905435039
龙脉,29,0.00142905435039
礼记,29,0.00142905435039
存放,29,0.00142905435039
轰动,29,0.00142905435039
苦读,29,0.00142905435039
宾馆,29,0.00142905435039
怪,29,0.00142905435039
符,29,0.00142905435039
廊桥,29,0.00142905435039
毅然,29,0.00142905435039
漫步,29,0.00142905435039
顷,29,0.00142905435039
意味着,29,0.00142905435039
旅行社,29,0.00142905435039
曲折,29,0.00142905435039
涌,29,0.00142905435039
涉,29,0.00142905435039
涂,29,0.00142905435039
剧,29,0.00142905435039
华人,29,0.00142905435039
腊月,29,0.00142905435039
开阔,29,0.00142905435039
敌,29,0.00142905435039
模样,29,0.00142905435039
"鱼
",29,0.00142905435039
证实,29,0.00142905435039
跃,29,0.00142905435039
2006年,29,0.00142905435039
考察团,29,0.00142905435039
分配,29,0.00142905435039
嘉定,29,0.00142905435039
小小,29,0.00142905435039
龙门,29,0.00142905435039
琳琅满目,29,0.00142905435039
溪头,29,0.00142905435039
厚利,29,0.00142905435039
丹青,29,0.00142905435039
握,29,0.00142905435039
义务,29,0.00142905435039
彦槐,29,0.00142905435039
损,29,0.00142905435039
技能,29,0.00142905435039
开山,29,0.00142905435039
责,29,0.00142905435039
青睐,29,0.00142905435039
捐款,29,0.00142905435039
玉米,29,0.00142905435039
二十二,29,0.00142905435039
忘记,29,0.00142905435039
营养,29,0.00142905435039
对称,29,0.00142905435039
箱,29,0.00142905435039
合法,29,0.00142905435039
文件,29,0.00142905435039
水浒传,29,0.00142905435039
来宾,29,0.00142905435039
视觉,29,0.00142905435039
视角,29,0.00142905435039
九华山,29,0.00142905435039
表彰,29,0.00142905435039
义军,29,0.00142905435039
审时度势,29,0.00142905435039
青山绿水,29,0.00142905435039
通行,29,0.00142905435039
金黄,29,0.00142905435039
16日,29,0.00142905435039
屹立,29,0.00142905435039
小康,29,0.00142905435039
紧紧,29,0.00142905435039
大山,29,0.00142905435039
答案,29,0.00142905435039
骂,29,0.00142905435039
三江,29,0.00142905435039
平等,29,0.00142905435039
充实,29,0.00142905435039
致和,29,0.00142905435039
冬季,29,0.00142905435039
正义,29,0.00142905435039
史册,29,0.00142905435039
工作者,29,0.00142905435039
纸币,29,0.00142905435039
实验,29,0.00142905435039
隋唐,29,0.00142905435039
吃苦,29,0.00142905435039
宣布,29,0.00142905435039
爱好,29,0.00142905435039
双手,29,0.00142905435039
学风,29,0.00142905435039
上门,29,0.00142905435039
山脚下,29,0.00142905435039
圣贤,29,0.00142905435039
藏品,28,0.00137977661417
图画,28,0.00137977661417
中午,28,0.00137977661417
1986年,28,0.00137977661417
年年,28,0.00137977661417
金星,28,0.00137977661417
阐发,28,0.00137977661417
练兵,28,0.00137977661417
．,28,0.00137977661417
教书,28,0.00137977661417
绵延,28,0.00137977661417
宜人,28,0.00137977661417
阜村,28,0.00137977661417
1937年,28,0.00137977661417
缭绕,28,0.00137977661417
案件,28,0.00137977661417
城门,28,0.00137977661417
那天,28,0.00137977661417
生涯,28,0.00137977661417
格式,28,0.00137977661417
付出,28,0.00137977661417
恨,28,0.00137977661417
慷慨解囊,28,0.00137977661417
水墨,28,0.00137977661417
担当,28,0.00137977661417
淇,28,0.00137977661417
奥运,28,0.00137977661417
依山傍水,28,0.00137977661417
雅致,28,0.00137977661417
石城,28,0.00137977661417
富甲,28,0.00137977661417
严厉,28,0.00137977661417
光宗耀祖,28,0.00137977661417
厢房,28,0.00137977661417
镂空,28,0.00137977661417
真的,28,0.00137977661417
犹太人,28,0.00137977661417
绳索,28,0.00137977661417
大为,28,0.00137977661417
直径,28,0.00137977661417
寻求,28,0.00137977661417
第1,28,0.00137977661417
使命,28,0.00137977661417
物资,28,0.00137977661417
大桥,28,0.00137977661417
顽强,28,0.00137977661417
飞檐,28,0.00137977661417
必定,28,0.00137977661417
社会科学院,28,0.00137977661417
送给,28,0.00137977661417
泉水,28,0.00137977661417
题字,28,0.00137977661417
背着,28,0.00137977661417
家产,28,0.00137977661417
专制,28,0.00137977661417
晋接,28,0.00137977661417
扩展,28,0.00137977661417
考究,28,0.00137977661417
活化石,28,0.00137977661417
平原,28,0.00137977661417
驻地,28,0.00137977661417
部队,28,0.00137977661417
士绅,28,0.00137977661417
大昌,28,0.00137977661417
隔扇,28,0.00137977661417
花岗岩,28,0.00137977661417
极大,28,0.00137977661417
交汇,28,0.00137977661417
牡丹,28,0.00137977661417
懂得,28,0.00137977661417
确认,28,0.00137977661417
差不多,28,0.00137977661417
矗立,28,0.00137977661417
归纳,28,0.00137977661417
百货,28,0.00137977661417
左宗棠,28,0.00137977661417
牌匾,28,0.00137977661417
相反,28,0.00137977661417
限,28,0.00137977661417
美妙,28,0.00137977661417
宣讲,28,0.00137977661417
兼营,28,0.00137977661417
事实上,28,0.00137977661417
自然景观,28,0.00137977661417
村镇,28,0.00137977661417
住宿,28,0.00137977661417
英文,28,0.00137977661417
流动,28,0.00137977661417
打下,28,0.00137977661417
28日,28,0.00137977661417
这家,28,0.00137977661417
美味,28,0.00137977661417
感叹,28,0.00137977661417
错误,28,0.00137977661417
置于,28,0.00137977661417
元化,28,0.00137977661417
公会,28,0.00137977661417
罗东,28,0.00137977661417
人群,28,0.00137977661417
神仙,28,0.00137977661417
二千,28,0.00137977661417
优,28,0.00137977661417
伟,28,0.00137977661417
盛世,28,0.00137977661417
枯,28,0.00137977661417
山顶,28,0.00137977661417
主管,28,0.00137977661417
轨迹,28,0.00137977661417
木刻,28,0.00137977661417
南山,28,0.00137977661417
"。
休宁",28,0.00137977661417
家门,28,0.00137977661417
南村,28,0.00137977661417
即将,28,0.00137977661417
作战,28,0.00137977661417
重臣,28,0.00137977661417
入学,28,0.00137977661417
分家,28,0.00137977661417
炊烟,28,0.00137977661417
壮大,28,0.00137977661417
功绩,28,0.00137977661417
文化节,28,0.00137977661417
公债,28,0.00137977661417
丛刊,28,0.00137977661417
五四,28,0.00137977661417
熬,28,0.00137977661417
粮商,28,0.00137977661417
宣纸,28,0.00137977661417
儿孙,28,0.00137977661417
2005年,28,0.00137977661417
实录,28,0.00137977661417
蓑衣,28,0.00137977661417
黄石,28,0.00137977661417
仪礼,28,0.00137977661417
儿女,28,0.00137977661417
入手,28,0.00137977661417
奎,28,0.00137977661417
不已,28,0.00137977661417
形制,28,0.00137977661417
岭上,28,0.00137977661417
皖派,28,0.00137977661417
黑色,28,0.00137977661417
湘,28,0.00137977661417
z,28,0.00137977661417
钢,28,0.00137977661417
耕种,28,0.00137977661417
地方官,27,0.00133049887795
其三,27,0.00133049887795
"。
对于",27,0.00133049887795
通名,27,0.00133049887795
自立,27,0.00133049887795
藏学,27,0.00133049887795
舆论,27,0.00133049887795
功德,27,0.00133049887795
协作,27,0.00133049887795
昭示,27,0.00133049887795
祠规,27,0.00133049887795
李鸿章,27,0.00133049887795
军机,27,0.00133049887795
锣鼓,27,0.00133049887795
鸭,27,0.00133049887795
当天,27,0.00133049887795
从不,27,0.00133049887795
"。
黄山",27,0.00133049887795
缘故,27,0.00133049887795
明理,27,0.00133049887795
雅士,27,0.00133049887795
徐海,27,0.00133049887795
设备,27,0.00133049887795
名义,27,0.00133049887795
第七,27,0.00133049887795
没落,27,0.00133049887795
币,27,0.00133049887795
激励,27,0.00133049887795
薛,27,0.00133049887795
清幽,27,0.00133049887795
江北,27,0.00133049887795
外观,27,0.00133049887795
轻轻,27,0.00133049887795
卷尺,27,0.00133049887795
建安,27,0.00133049887795
黄巢起义,27,0.00133049887795
播,27,0.00133049887795
庐山,27,0.00133049887795
商机,27,0.00133049887795
宁国府,27,0.00133049887795
山里,27,0.00133049887795
眼中,27,0.00133049887795
水面,27,0.00133049887795
鉴定,27,0.00133049887795
扩建,27,0.00133049887795
长长的,27,0.00133049887795
丑,27,0.00133049887795
~,27,0.00133049887795
1998年,27,0.00133049887795
罗盘,27,0.00133049887795
国民政府,27,0.00133049887795
应试,27,0.00133049887795
首创,27,0.00133049887795
桂林,27,0.00133049887795
多样性,27,0.00133049887795
交界,27,0.00133049887795
富商大贾,27,0.00133049887795
倾向,27,0.00133049887795
路边,27,0.00133049887795
少时,27,0.00133049887795
清香,27,0.00133049887795
本草,27,0.00133049887795
硕,27,0.00133049887795
阐释,27,0.00133049887795
复旦大学,27,0.00133049887795
兵燹,27,0.00133049887795
十一月,27,0.00133049887795
法学,27,0.00133049887795
苍劲,27,0.00133049887795
吹腔,27,0.00133049887795
建华,27,0.00133049887795
都市,27,0.00133049887795
当初,27,0.00133049887795
过渡,27,0.00133049887795
告示,27,0.00133049887795
一半,27,0.00133049887795
一同,27,0.00133049887795
上千,27,0.00133049887795
处事,27,0.00133049887795
创设,27,0.00133049887795
南通,27,0.00133049887795
从容,27,0.00133049887795
大体,27,0.00133049887795
大位,27,0.00133049887795
动态,27,0.00133049887795
华里,27,0.00133049887795
度过,27,0.00133049887795
攻读,27,0.00133049887795
界定,27,0.00133049887795
喝茶,27,0.00133049887795
第九,27,0.00133049887795
署名,27,0.00133049887795
防火,27,0.00133049887795
编著,27,0.00133049887795
25日,27,0.00133049887795
垦殖,27,0.00133049887795
紧张,27,0.00133049887795
13965502540↙,27,0.00133049887795
难题,27,0.00133049887795
抵抗,27,0.00133049887795
2008年,27,0.00133049887795
涵,27,0.00133049887795
竹木,27,0.00133049887795
抗倭,27,0.00133049887795
"。
其次",27,0.00133049887795
时常,27,0.00133049887795
舒氏,27,0.00133049887795
服饰,27,0.00133049887795
经学家,27,0.00133049887795
军民,27,0.00133049887795
民情,27,0.00133049887795
布匹,27,0.00133049887795
评,27,0.00133049887795
开化,27,0.00133049887795
有形,27,0.00133049887795
文化圈,27,0.00133049887795
场地,27,0.00133049887795
每日,27,0.00133049887795
长期以来,27,0.00133049887795
姜,27,0.00133049887795
金华,27,0.00133049887795
刊本,27,0.00133049887795
特性,27,0.00133049887795
合成,27,0.00133049887795
地步,27,0.00133049887795
银两,27,0.00133049887795
鸦片战争,27,0.00133049887795
滨,27,0.00133049887795
忽,27,0.00133049887795
诸君,27,0.00133049887795
工整,27,0.00133049887795
男女,27,0.00133049887795
枕,27,0.00133049887795
策略,27,0.00133049887795
锭,27,0.00133049887795
旧址,27,0.00133049887795
腹地,27,0.00133049887795
昨日,27,0.00133049887795
胜地,27,0.00133049887795
榆村,27,0.00133049887795
俗谚,27,0.00133049887795
上世纪,27,0.00133049887795
监察,27,0.00133049887795
烧毁,27,0.00133049887795
正中,27,0.00133049887795
1日,27,0.00133049887795
皖赣,27,0.00133049887795
祸,27,0.00133049887795
分割,27,0.00133049887795
兰花,27,0.00133049887795
漫,27,0.00133049887795
样式,27,0.00133049887795
年份,27,0.00133049887795
趋势,27,0.00133049887795
高墙,27,0.00133049887795
地带,27,0.00133049887795
熊,27,0.00133049887795
陈强,27,0.00133049887795
会上,27,0.00133049887795
绝伦,27,0.00133049887795
查阅,27,0.00133049887795
相得益彰,27,0.00133049887795
岗,27,0.00133049887795
发言,27,0.00133049887795
曲调,27,0.00133049887795
古色古香,27,0.00133049887795
打工,27,0.00133049887795
卫生,27,0.00133049887795
天上,27,0.00133049887795
花草,27,0.00133049887795
八怪,27,0.00133049887795
侨,27,0.00133049887795
知州,27,0.00133049887795
衣食,27,0.00133049887795
社科,27,0.00133049887795
会友,27,0.00133049887795
丝绢,27,0.00133049887795
饭店,27,0.00133049887795
煎,27,0.00133049887795
疾病,26,0.00128122114173
彩色,26,0.00128122114173
店堂,26,0.00128122114173
播放,26,0.00128122114173
物品,26,0.00128122114173
1939年,26,0.00128122114173
理事,26,0.00128122114173
荟萃,26,0.00128122114173
自信,26,0.00128122114173
隋末,26,0.00128122114173
滋味,26,0.00128122114173
著录,26,0.00128122114173
卜,26,0.00128122114173
美人,26,0.00128122114173
娘家,26,0.00128122114173
难怪,26,0.00128122114173
摄,26,0.00128122114173
"。
3",26,0.00128122114173
翘,26,0.00128122114173
协进社,26,0.00128122114173
络绎不绝,26,0.00128122114173
义行,26,0.00128122114173
构筑,26,0.00128122114173
晨,26,0.00128122114173
笼罩,26,0.00128122114173
省直,26,0.00128122114173
姬,26,0.00128122114173
2002年,26,0.00128122114173
保佑,26,0.00128122114173
村委会,26,0.00128122114173
创制,26,0.00128122114173
凰腾,26,0.00128122114173
有方,26,0.00128122114173
旅游节,26,0.00128122114173
处世,26,0.00128122114173
格外,26,0.00128122114173
有幸,26,0.00128122114173
幼年,26,0.00128122114173
对外开放,26,0.00128122114173
四时,26,0.00128122114173
结成,26,0.00128122114173
增多,26,0.00128122114173
菜园,26,0.00128122114173
衰败,26,0.00128122114173
香味,26,0.00128122114173
前方,26,0.00128122114173
师范大学,26,0.00128122114173
患,26,0.00128122114173
2007年,26,0.00128122114173
法规,26,0.00128122114173
高雅,26,0.00128122114173
根基,26,0.00128122114173
制约,26,0.00128122114173
表面,26,0.00128122114173
数十万,26,0.00128122114173
整整,26,0.00128122114173
家祠,26,0.00128122114173
国画,26,0.00128122114173
东吴,26,0.00128122114173
特意,26,0.00128122114173
高校,26,0.00128122114173
矿,26,0.00128122114173
汉族,26,0.00128122114173
组织化,26,0.00128122114173
刻苦,26,0.00128122114173
传授,26,0.00128122114173
要义,26,0.00128122114173
遭遇,26,0.00128122114173
新鲜,26,0.00128122114173
赚,26,0.00128122114173
柯,26,0.00128122114173
技巧,26,0.00128122114173
困,26,0.00128122114173
灌溉,26,0.00128122114173
时分,26,0.00128122114173
炉,26,0.00128122114173
党委,26,0.00128122114173
坟墓,26,0.00128122114173
狭窄,26,0.00128122114173
会稽,26,0.00128122114173
白庵,26,0.00128122114173
远古,26,0.00128122114173
本村,26,0.00128122114173
代理,26,0.00128122114173
衍生,26,0.00128122114173
蔡元培,26,0.00128122114173
顺应,26,0.00128122114173
长寿,26,0.00128122114173
呼唤,26,0.00128122114173
包装,26,0.00128122114173
